pok_chapter,pok_section,pok_subsection,pok_detail,pok_subdetail,pok_extra,type,level,name,description,page,sequence
15 Double-fabrics,Making double-fabrics,Single to double and back again,Single- to double-fabric,,,detail,4,Single- to double-fabric,"15 Double-fabrics, Making double-fabrics, Single to double and back again, Single- to double-fabric",316,1446
15 Double-fabrics,Making double-fabrics,Single to double and back again,Single- to double-fabric,Slip raised increase,,subdetail,5,Slip raised increase,"15 Double-fabrics, Making double-fabrics, Single to double and back again, Single- to double-fabric, Slip raised increase",316,1447
15 Double-fabrics,Making double-fabrics,Single to double and back again,Single- to double-fabric,Running thread increase,,subdetail,5,Running thread increase,"15 Double-fabrics, Making double-fabrics, Single to double and back again, Single- to double-fabric, Running thread increase",316,1448
15 Double-fabrics,Making double-fabrics,Single to double and back again,Single- to double-fabric,Yarnover increase,,subdetail,5,Yarnover increase,"15 Double-fabrics, Making double-fabrics, Single to double and back again, Single- to double-fabric, Yarnover increase",317,1449
15 Double-fabrics,Making double-fabrics,Single to double and back again,Single- to double-fabric,Bar or rib increases,,subdetail,5,Bar or rib increases,"15 Double-fabrics, Making double-fabrics, Single to double and back again, Single- to double-fabric, Bar or rib increases",317,1450
15 Double-fabrics,Making double-fabrics,Single to double and back again,Double- to single-fabric,,,detail,4,Double- to single-fabric,"15 Double-fabrics, Making double-fabrics, Single to double and back again, Double- to single-fabric",317,1451
15 Double-fabrics,Making double-fabrics,Single to double and back again,Double- to single-fabric,Joinery decrease,,subdetail,5,Joinery decrease,"15 Double-fabrics, Making double-fabrics, Single to double and back again, Double- to single-fabric, Joinery decrease",317,1452
15 Double-fabrics,Making double-fabrics,Single to double and back again,Double- to single-fabric,Pullover decrease,,subdetail,5,Pullover decrease,"15 Double-fabrics, Making double-fabrics, Single to double and back again, Double- to single-fabric, Pullover decrease",317,1453
15 Double-fabrics,Making double-fabrics,Single to double and back again,Double- to single-fabric,Pullover decrease,Working on outside,extra,6,Working on outside,"15 Double-fabrics, Making double-fabrics, Single to double and back again, Double- to single-fabric, Pullover decrease, Working on outside",317,1454
15 Double-fabrics,Making double-fabrics,Single to double and back again,Double- to single-fabric,Pullover decrease,Working on inside,extra,6,Working on inside,"15 Double-fabrics, Making double-fabrics, Single to double and back again, Double- to single-fabric, Pullover decrease, Working on inside",317,1455
15 Double-fabrics,Making double-fabrics,Separating and interspersing stitch sets,,,,subsection,3,Separating and interspersing stitch sets,"15 Double-fabrics, Making double-fabrics, Separating and interspersing stitch sets",318,1456
15 Double-fabrics,Making double-fabrics,Separating and interspersing stitch sets,Separating stitch sets,,,detail,4,Separating stitch sets,"15 Double-fabrics, Making double-fabrics, Separating and interspersing stitch sets, Separating stitch sets",318,1457
15 Double-fabrics,Making double-fabrics,Separating and interspersing stitch sets,Separating stitch sets,Method one,,subdetail,5,Method one,"15 Double-fabrics, Making double-fabrics, Separating and interspersing stitch sets, Separating stitch sets, Method one",318,1458
15 Double-fabrics,Making double-fabrics,Separating and interspersing stitch sets,Separating stitch sets,Method two,,subdetail,5,Method two,"15 Double-fabrics, Making double-fabrics, Separating and interspersing stitch sets, Separating stitch sets, Method two",318,1459
15 Double-fabrics,Making double-fabrics,Separating and interspersing stitch sets,Separating stitch sets,Method three,,subdetail,5,Method three,"15 Double-fabrics, Making double-fabrics, Separating and interspersing stitch sets, Separating stitch sets, Method three",318,1460
15 Double-fabrics,Making double-fabrics,Separating and interspersing stitch sets,Refolding the fabric,,,detail,4,Refolding the fabric,"15 Double-fabrics, Making double-fabrics, Separating and interspersing stitch sets, Refolding the fabric",318,1461
15 Double-fabrics,Making double-fabrics,Separating and interspersing stitch sets,Interspersing stitch sets,,,detail,4,Interspersing stitch sets,"15 Double-fabrics, Making double-fabrics, Separating and interspersing stitch sets, Interspersing stitch sets",318,1462
15 Double-fabrics,Making double-fabrics,Separating and interspersing stitch sets,Interspersing stitch sets,Method one,,subdetail,5,Method one,"15 Double-fabrics, Making double-fabrics, Separating and interspersing stitch sets, Interspersing stitch sets, Method one",319,1463
15 Double-fabrics,Making double-fabrics,Separating and interspersing stitch sets,Interspersing stitch sets,Method two,,subdetail,5,Method two,"15 Double-fabrics, Making double-fabrics, Separating and interspersing stitch sets, Interspersing stitch sets, Method two",319,1464
15 Double-fabrics,Making double-fabrics,Separating and interspersing stitch sets,Interspersing stitch sets,Method three,,subdetail,5,Method three,"15 Double-fabrics, Making double-fabrics, Separating and interspersing stitch sets, Interspersing stitch sets, Method three",319,1465
15 Double-fabrics,Making double-fabrics,Open side edges,,,,subsection,3,Open side edges,"15 Double-fabrics, Making double-fabrics, Open side edges",319,1466
15 Double-fabrics,Making double-fabrics,Open side edges,One side open,,,detail,4,One side open,"15 Double-fabrics, Making double-fabrics, Open side edges, One side open",319,1467
15 Double-fabrics,Making double-fabrics,Open side edges,Both sides open,,,detail,4,Both sides open,"15 Double-fabrics, Making double-fabrics, Open side edges, Both sides open",320,1468
15 Double-fabrics,Making double-fabrics,Open side edges,Both sides open,Holding one yarn at a time,,subdetail,5,Holding one yarn at a time,"15 Double-fabrics, Making double-fabrics, Open side edges, Both sides open, Holding one yarn at a time",320,1469
15 Double-fabrics,Making double-fabrics,Open side edges,Both sides open,Holding two yarns,,subdetail,5,Holding two yarns,"15 Double-fabrics, Making double-fabrics, Open side edges, Both sides open, Holding two yarns",320,1470
15 Double-fabrics,Making double-fabrics,Open side edges,Working one set of stitches,,,detail,4,Working one set of stitches,"15 Double-fabrics, Making double-fabrics, Open side edges, Working one set of stitches",320,1471
15 Double-fabrics,Making double-fabrics,Circular double fabrics,,,,subsection,3,Circular double fabrics,"15 Double-fabrics, Making double-fabrics, Circular double fabrics",320,1472
15 Double-fabrics,Making double-fabrics,Circular double fabrics,One-yarn circular method,,,detail,4,One-yarn circular method,"15 Double-fabrics, Making double-fabrics, Circular double fabrics, One-yarn circular method",320,1473
15 Double-fabrics,Making double-fabrics,Circular double fabrics,Two-yarn circular method,,,detail,4,Two-yarn circular method,"15 Double-fabrics, Making double-fabrics, Circular double fabrics, Two-yarn circular method",321,1474
15 Double-fabrics,Making double-fabrics,Casting off double-fabrics,,,,subsection,3,Casting off double-fabrics,"15 Double-fabrics, Making double-fabrics, Casting off double-fabrics",321,1475
15 Double-fabrics,Making double-fabrics,Casting off double-fabrics,Joinery cast-off,,,detail,4,Joinery cast-off,"15 Double-fabrics, Making double-fabrics, Casting off double-fabrics, Joinery cast-off",321,1476
15 Double-fabrics,Making double-fabrics,Casting off double-fabrics,Chained cast-off for double-fabrics,,,detail,4,Chained cast-off for double-fabrics,"15 Double-fabrics, Making double-fabrics, Casting off double-fabrics, Chained cast-off for double-fabrics",321,1477
15 Double-fabrics,Making double-fabrics,Casting off double-fabrics,Chained cast-off for double-fabrics,Basic chained cast-off,,subdetail,5,Basic chained cast-off,"15 Double-fabrics, Making double-fabrics, Casting off double-fabrics, Chained cast-off for double-fabrics, Basic chained cast-off",321,1478
15 Double-fabrics,Making double-fabrics,Casting off double-fabrics,Chained cast-off for double-fabrics,Triple chained cast-off,,subdetail,5,Triple chained cast-off,"15 Double-fabrics, Making double-fabrics, Casting off double-fabrics, Chained cast-off for double-fabrics, Triple chained cast-off",322,1479
15 Double-fabrics,Making double-fabrics,Casting off double-fabrics,Chained cast-off for double-fabrics,Slip chained cast-off,,subdetail,5,Slip chained cast-off,"15 Double-fabrics, Making double-fabrics, Casting off double-fabrics, Chained cast-off for double-fabrics, Slip chained cast-off",322,1480
15 Double-fabrics,Making double-fabrics,Casting off double-fabrics,Grafted cast-off,,,detail,4,Grafted cast-off,"15 Double-fabrics, Making double-fabrics, Casting off double-fabrics, Grafted cast-off",322,1481
15 Double-fabrics,Making double-fabrics,Casting off double-fabrics,Casting off for open edges,,,detail,4,Casting off for open edges,"15 Double-fabrics, Making double-fabrics, Casting off double-fabrics, Casting off for open edges",322,1482
15 Double-fabrics,Making double-fabrics,Casting off double-fabrics,Casting off for open edges,"Open edge, two yarns",,subdetail,5,"Open edge, two yarns","15 Double-fabrics, Making double-fabrics, Casting off double-fabrics, Casting off for open edges, Open edge, two yarns",322,1483
15 Double-fabrics,Making double-fabrics,Casting off double-fabrics,Casting off for open edges,"Open edge, one yarn",,subdetail,5,"Open edge, one yarn","15 Double-fabrics, Making double-fabrics, Casting off double-fabrics, Casting off for open edges, Open edge, one yarn",322,1484
15 Double-fabrics,Making double-fabrics,Selvedges and seams,,,,subsection,3,Selvedges and seams,"15 Double-fabrics, Making double-fabrics, Selvedges and seams",323,1485
15 Double-fabrics,Making double-fabrics,Selvedges and seams,Selvedges for double-fabrics,,,detail,4,Selvedges for double-fabrics,"15 Double-fabrics, Making double-fabrics, Selvedges and seams, Selvedges for double-fabrics",323,1486
15 Double-fabrics,Making double-fabrics,Selvedges and seams,Selvedges for double-fabrics,Stockinette selvedge for double-fabrics,,subdetail,5,Stockinette selvedge for double-fabrics,"15 Double-fabrics, Making double-fabrics, Selvedges and seams, Selvedges for double-fabrics, Stockinette selvedge for double-fabrics",323,1487
15 Double-fabrics,Making double-fabrics,Selvedges and seams,Selvedges for double-fabrics,Stockinette selvedge for double-fabrics,Method one,extra,6,Method one,"15 Double-fabrics, Making double-fabrics, Selvedges and seams, Selvedges for double-fabrics, Stockinette selvedge for double-fabrics, Method one",323,1488
15 Double-fabrics,Making double-fabrics,Selvedges and seams,Selvedges for double-fabrics,Stockinette selvedge for double-fabrics,Method two,extra,6,Method two,"15 Double-fabrics, Making double-fabrics, Selvedges and seams, Selvedges for double-fabrics, Stockinette selvedge for double-fabrics, Method two",323,1489
15 Double-fabrics,Making double-fabrics,Selvedges and seams,Selvedges for double-fabrics,Chain selvedge for double-fabrics,,subdetail,5,Chain selvedge for double-fabrics,"15 Double-fabrics, Making double-fabrics, Selvedges and seams, Selvedges for double-fabrics, Chain selvedge for double-fabrics",323,1490
15 Double-fabrics,Making double-fabrics,Selvedges and seams,Selvedges for double-fabrics,Selvedges for colour patterns,,subdetail,5,Selvedges for colour patterns,"15 Double-fabrics, Making double-fabrics, Selvedges and seams, Selvedges for double-fabrics, Selvedges for colour patterns",323,1491
15 Double-fabrics,Making double-fabrics,Selvedges and seams,Seams for double-fabrics,,,detail,4,Seams for double-fabrics,"15 Double-fabrics, Making double-fabrics, Selvedges and seams, Seams for double-fabrics",323,1492
15 Double-fabrics,Double-fabric applications,,,,,section,2,Double-fabric applications,"15 Double-fabrics, Double-fabric applications",323,1493
15 Double-fabrics,Double-fabric applications,Double-fabric borders,,,,subsection,3,Double-fabric borders,"15 Double-fabrics, Double-fabric applications, Double-fabric borders",324,1494
15 Double-fabrics,Double-fabric applications,Double-fabric borders,Double-fabric rib,,,detail,4,Double-fabric rib,"15 Double-fabrics, Double-fabric applications, Double-fabric borders, Double-fabric rib",324,1495
15 Double-fabrics,Double-fabric applications,Double-fabric borders,Double-fabric rib,To cast on ribbing,,subdetail,5,To cast on ribbing,"15 Double-fabrics, Double-fabric applications, Double-fabric borders, Double-fabric rib, To cast on ribbing",324,1496
15 Double-fabrics,Double-fabric applications,Double-fabric borders,Double-fabric rib,To make ribbing,,subdetail,5,To make ribbing,"15 Double-fabrics, Double-fabric applications, Double-fabric borders, Double-fabric rib, To make ribbing",324,1497
